distribution_center_id,distribution_center_name,product_category,product_name,product_department,nums_of_items_in_stock,nums_of_sold_items
2,Chicago IL,Socks,Swiftwick Performance Seven inch Cuff Socks,Men,42,15
7,Philadelphia PA,Socks,Black Skull and Crossbones Patterned Cotton Blend Dress Socks,Men,25,8
3,Houston TX,Socks,Travelsox Classic,Men,11,5
1,Memphis TN,Socks,Wolverine Men's 4 Pack Crew Fit,Men,15,7
1,Memphis TN,Socks,Wolverine Men's 2 Pack Hunter,Men,20,7
1,Memphis TN,Socks,Wolverine Men's 4 Pack Full Cushion Crew,Men,14,6
1,Memphis TN,Socks,Wolverine Men's 2 Pack Steel Toe Midcalf,Men,11,5
6,Port Authority of New York/New Jersey NY/NJ,Socks,BH Slipper Socks One Size Fits All,Men,28,9
9,Charleston SC,Socks,Bjorn Borg Men's Socks Patterned No Channel Stripe,Men,22,9
9,Charleston SC,Socks,Bjorn Borg Men's Socks Single Pack Solid,Men,16,7
9,Charleston SC,Socks,Bjorn Borg Men's Socks Regular Line,Men,24,9
9,Charleston SC,Socks,Bjorn Borg Men's Socks Embedded Field Checks,Men,27,11
9,Charleston SC,Socks,Bjorn Borg Men's Socks Ethno-Graphic,Men,21,7
1,Memphis TN,Socks,Bridgedale Men's Hiker Sock,Men,19,9
1,Memphis TN,Socks,Bridgedale Crew Socks,Men,34,12
1,Memphis TN,Socks,Bridgedale Men's Xhale Light Hiker Socks,Men,33,10
1,Memphis TN,Socks,Bridgedale Coolmax Liner 2-Pack Socks,Men,19,7
1,Memphis TN,Socks,Bridgedale Midweight Heel Fit Socks,Men,20,8
1,Memphis TN,Socks,Bridgedale Xhale Trailhead Socks,Men,11,4
8,Mobile AL,Socks,Darn Tough - 1/4 Sock Merino Mesh,Men,11,3
8,Mobile AL,Socks,Darn Tough - CoolMax 1/4 Sock Cushion,Men,5,2
8,Mobile AL,Socks,Darn Tough Vermont Merino Wool Over-The-Calf Cushion Sock,Men,12,4
8,Mobile AL,Socks,Darn Tough - Coolmax No Show Cushion Mens Sock,Men,31,12
8,Mobile AL,Socks,Darn Tough 1464 Scent Lok Hunting Full Cushion Boot Socks,Men,23,9
8,Mobile AL,Socks,Darn Tough Vermont Men's Merino Wool Over The Calf Padded Ultra Light Socks,Men,8,3
8,Mobile AL,Socks,Men's Darn Tough Vermont Small Stripe Crew Light Socks,Men,22,9
8,Mobile AL,Socks,Darn Tough Vermont Merino Wool Mountaineering Extra Cushion Sock,Men,20,8
8,Mobile AL,Socks,Darn Tough Coolmax 1/4 Sock Mesh,Men,24,8
8,Mobile AL,Socks,Darn Tough Vermont Men's Merino Wool Over The Calf Padded Cushion Socks,Men,9,4
8,Mobile AL,Socks,Darn Tough Vermont Men's Merino Wool Boot Full Cushion Socks,Men,37,13
8,Mobile AL,Socks,Darn Tough Vermont Merino Wool Micro Crew Cushion Sock,Men,12,4
8,Mobile AL,Socks,Darn Tough Vermont Merino Wool Boot Cushion Sock,Men,20,8
8,Mobile AL,Socks,Men's Darn Tough Vermont No-Show Cushion Running Socks,Men,20,7
3,Houston TX,Socks,Doctor Who Black Tardis Over the Knee Socks,Men,10,4
3,Houston TX,Socks,Doctor Who Dalek & DW Tardis Logo Men's Crew Socks - 2 Pack,Men,10,4
3,Houston TX,Socks,Doctor Who Daleks Men's Crew Socks,Men,6,3
3,Houston TX,Socks,Doctor Who Men's Grey Logo Crew Socks,Men,13,5
7,Philadelphia PA,Socks,Fox Crew Sock,Men,25,9
3,Houston TX,Socks,3 Prs. Guide Gear 16 Wool - blend Rubber-boot Socks Olive,Men,18,8
7,Philadelphia PA,Socks,Harbor Bay Big & Tall 2-Pack Argyle Socks,Men,24,9
1,Memphis TN,Socks,Icebreaker Men's Ski+ Lite Gradient OTC Socks,Men,23,8
1,Memphis TN,Socks,Icebreaker Men's Ski Lite OTC Socks,Men,2,1
1,Memphis TN,Socks,Icebreaker Men's Ski+id OTC Socks,Men,11,3
1,Memphis TN,Socks,Icebreaker Men's Bike Ultralite Mini Sock,Men,24,9
1,Memphis TN,Socks,Icebreaker Men's Bike Ultraliteicro Socks,Men,17,6
1,Memphis TN,Socks,Icebreaker Men's Hike Liteini Socks,Men,10,4
1,Memphis TN,Socks,Icebreaker Men's Run Cushion Mini Socks,Men,10,4
1,Memphis TN,Socks,Icebreaker Men's City Lite Crew Sock,Men,13,5
1,Memphis TN,Socks,Icebreaker Men's Hike Lite Crew Sock,Men,16,7
1,Memphis TN,Socks,Icebreaker Men's Ultralite Stripey Crew Socks,Men,23,10
1,Memphis TN,Socks,Icebreaker Men's Hike Mid Crew Sock,Men,4,2
1,Memphis TN,Socks,Icebreaker Men's Hike Lite Crew 2 Pack,Men,20,8
1,Memphis TN,Socks,Icebreaker Men's City Ultralite Trojan Crew Sock,Men,30,11
1,Memphis TN,Socks,Icebreaker Men's Hike+ Lite Crew Sock,Men,27,9
1,Memphis TN,Socks,Icebreaker Men's Hike+id Crew Socks,Men,11,4
1,Memphis TN,Socks,Icebreaker Men's Ski Liner OTC Socks,Men,21,7
3,Houston TX,Socks,SealSkinz Over the Calf 15 Hiking Skiing Waterproof Socks,Men,14,6
7,Philadelphia PA,Socks,Timberland Outdoor Adventure Low Rider Sock,Men,20,8
7,Philadelphia PA,Socks,Timberland Basic Crew Sock,Men,13,4
7,Philadelphia PA,Socks,Timberland Men's Boat Shoe Sock Liner,Men,13,5
7,Philadelphia PA,Socks,Timberland Boot No Show Quarter Sock,Men,20,7
7,Philadelphia PA,Socks,Timberland Outdoor Wool Blend Crew Sock,Men,18,8
7,Philadelphia PA,Socks,Timberland Men's Comfort Crew Socks,Men,16,5
7,Philadelphia PA,Socks,Timberland Men's Crew Socks,Men,36,13
7,Philadelphia PA,Socks,Timberland Outdoor Adventure Crew Sock,Men,9,4
7,Philadelphia PA,Socks,Timberland Outdoor Leisure Crew,Men,29,10
6,Port Authority of New York/New Jersey NY/NJ,Socks,Van Heusen Men's 3 Pack Half Cushion Casual Crew,Men,48,18
6,Port Authority of New York/New Jersey NY/NJ,Socks,Van Heusen Men's Dress 3+1 Bonus Pack,Men,57,20
1,Memphis TN,Socks,WrightSock Anti-Blister Double Layer WALKING Crew Sock,Men,6,3
1,Memphis TN,Socks,Wrightsock Anti-Blister Double Layer Running II Lo Quarter,Men,10,4
1,Memphis TN,Socks,Wrightsock Unisex 3-Pack Running Crew Socks,Men,14,6
1,Memphis TN,Socks,WrightSock Men's Coolmesh II Lo Single Pack Socks,Men,12,5
1,Memphis TN,Socks,Wrightsock Unisex 3-Pack Lite Crew Socks,Men,15,5
1,Memphis TN,Socks,Wrightsock Unisex 3-Pack Coolmesh Tab Socks,Men,21,7
1,Memphis TN,Socks,Wrightsock Men's Coolmesh Ii Quarter Single Pack Socks,Men,21,7
1,Memphis TN,Socks,Wrightsock Anti-Blister Double Layer Running II Quarter Sock,Men,5,2
1,Memphis TN,Socks,Wrightsock Unisex 3-Pack Merino Trl Crew Socks,Men,14,6
1,Memphis TN,Socks,Wrightsock Men's Coolmesh Ii Crew 3 Pack Socks,Men,23,8
1,Memphis TN,Socks,Wrightsock Unisex 3-Pack Coolmesh Quarter Socks,Men,15,6
1,Memphis TN,Socks,Wrightsock Men's Cool Mesh II Lo Quarter 2 Pack Socks,Men,23,8
1,Memphis TN,Socks,Wrightsock Men's Fuel Lo Single Pair Socks,Men,18,7
1,Memphis TN,Socks,Wrightsock Unisex 3-Pack Coolmesh Crew Socks,Men,15,5
1,Memphis TN,Socks,Wrightsock Men's Coolmesh Qtr 4 Pair Pack,Men,13,4
1,Memphis TN,Socks,Wrightsock Men's X-Fit Lo Quarter 2 Pack Socks,Men,29,12
1,Memphis TN,Socks,WrightSock Double Layer Coolmesh Tab Sock - 2 Pack,Men,26,10
1,Memphis TN,Socks,Wrightsock Men's 3-Pack Running II Quarter Socks,Men,25,9
2,Chicago IL,Socks,YogaColors Emoticon Unisex Triple Stripe Sporty Knee High Sock,Men,19,7
5,New Orleans LA,Socks,Icebreaker Men's Skier + Lite Alpine Sock,Men,14,5
3,Houston TX,Socks,Ames Walker Style 111 Cotton Over the Calf Support Trouser Socks 20-30 - Available in Various Sizes and Colors,Men,17,8
2,Chicago IL,Socks,Dr. Comfort Diabetic Ankle Socks,Men,19,8
2,Chicago IL,Socks,Happy Socks Men's Half Stripe 1,Men,12,5
2,Chicago IL,Socks,Happy Socks Men's Dots and Stripes 1,Men,25,8
2,Chicago IL,Socks,Happy Socks Men's Dots and Stripes 2,Men,19,8
2,Chicago IL,Socks,Happy Socks Men's Color Block Socks,Men,15,5
2,Chicago IL,Socks,Happy Socks Men's Big Dot 1,Men,16,5
3,Houston TX,Socks,Hot Chillys Men's Hi Volume Sock,Men,17,6
3,Houston TX,Socks,Hot Chillys Men's Mid Volume Sock,Men,25,10
3,Houston TX,Socks,Hot Chillys Men's Lo Volume Sock,Men,18,7
7,Philadelphia PA,Socks,Incrediwear Tall Outdoor/Dress Socks,Men,9,4
7,Philadelphia PA,Socks,Incrediwear Men's Dress Socks,Men,14,6
7,Philadelphia PA,Socks,Incrediwear Above Ankle Sports Socks,Men,34,10
7,Philadelphia PA,Socks,Incrediwear Below Ankle Sports Socks,Men,19,6
2,Chicago IL,Socks,Men's Argyle Dress Socks Cotton Blend 12 Pair Size 10-13 Multi Argyle designs,Men,12,5
3,Houston TX,Socks,New Balance C3 Sock,Men,16,6
3,Houston TX,Socks,New Balance NS2 with Coolmax Sock,Men,23,8
3,Houston TX,Socks,New Balance C4 Sock,Men,9,4
6,Port Authority of New York/New Jersey NY/NJ,Socks,Nice Shades Plain Crew Cotton Blend Mens Socks 1 Dozen Pairs. Size 9-11. Many Colors,Men,18,6
6,Port Authority of New York/New Jersey NY/NJ,Socks,Nice Shades Plain Ankle Cotton Blend Mens Socks 1 Dozen Pairs. Size 9-11. Many Colors,Men,18,6
6,Port Authority of New York/New Jersey NY/NJ,Socks,Nice Shades Plain Ankle Cotton Blend Mens Socks 1 Dozen Pairs. Size 10-13. Many Colors,Men,24,10
6,Port Authority of New York/New Jersey NY/NJ,Socks,Nice Shades Plain Crew Cotton Blend Mens Socks 1 Dozen Pairs. Size 10-13. Many Colors,Men,31,10
4,Los Angeles CA,Socks,Noble Mount Mens Premium Wool Thermal Socks - 2 Pairs - Gray/Navy Available,Men,17,6
8,Mobile AL,Socks,Airwalk Men's 6-Pairs Low Cut Half-Cushion Socks - Designs Available,Men,30,10
6,Port Authority of New York/New Jersey NY/NJ,Socks,Pearl Izumi Men's Elite Tall Wool Sock,Men,19,7
6,Port Authority of New York/New Jersey NY/NJ,Socks,Pearl iZUMi Attack Low Sock 3-Pack,Men,14,4
6,Port Authority of New York/New Jersey NY/NJ,Socks,Pearl iZUMi Attack Low Sock,Men,17,7
6,Port Authority of New York/New Jersey NY/NJ,Socks,Pearl Izumi Pro Sock,Men,23,9
6,Port Authority of New York/New Jersey NY/NJ,Socks,Pearl iZUMi Attack Sock 3-Pack,Men,19,7
6,Port Authority of New York/New Jersey NY/NJ,Socks,Pearl Izumi Men's Infinity Trail Sock,Men,17,6
3,Houston TX,Socks,My Pillow Pets Pink Leopard Plush Slippers,Men,14,5
1,Memphis TN,Socks,RHINO SOCKS SS series Poka-Koka ecru/tan anklet sports cycling biking hiking running socks,Men,20,8
1,Memphis TN,Socks,RHINO SOCKS SS series Bad Brew sand/white anklet sports cycling biking hiking running socks,Men,33,12
1,Memphis TN,Socks,RHINO SOCKS SS series Bikapelli crimson/navy anklet sports cycling biking hiking running socks,Men,24,9
3,Houston TX,Socks,Stacy Adams Mens 2-pack Tuxedo Silky Socks,Men,12,6
2,Chicago IL,Socks,Toy Machine Sect Eye Crew Socks - Men's,Men,13,5
3,Houston TX,Socks,Calvin Klein 4 Pack Mens Fashion Dress Socks (2-Solid/2-Patterned),Men,13,5
3,Houston TX,Socks,Calvin Klein Men's 3 Pack Fashion Geometric Socks,Men,20,8
3,Houston TX,Socks,Calvin Klein Men's 3 Pack Athletic Ped Socks,Men,33,12
3,Houston TX,Socks,Calvin Klein Men's 3 Pack Cotton Rich Casual Rib Socks,Men,27,9
3,Houston TX,Socks,Calvin Klein Men Bamboo Blend Flat Knit Dress Sock - 3 Pack,Men,16,6
3,Houston TX,Socks,Calvin Klein Men's Classic Pattern Dress Socks 4-Pack,Men,15,5
3,Houston TX,Socks,Calvin Klein Men's 3 Pack Golf Ped Socks,Men,17,7
3,Houston TX,Socks,Calvin Klein Men's 3 Pack Rayon From Bamboo Textured Socks,Men,20,6
3,Houston TX,Socks,Calvin Klein Men's Rayon From Bamboo Panelled Rib Dress Socks,Men,8,3
3,Houston TX,Socks,Calvin Klein Men's Egyptian Cotton Dress Socks,Men,14,5
3,Houston TX,Socks,Calvin Klein Men's Rayon from Bamboo Silk Dress Flatknit Socks,Men,14,6
3,Houston TX,Socks,Calvin Klein Men Cotton Dress Flat Knit 3-Pack,Men,26,10
3,Houston TX,Socks,Calvin Klein Men's 3 Pack Microfiber Windowpane Socks,Men,2,1
3,Houston TX,Socks,Calvin Klein Men's 3 Pack Wool Dress Rib Socks,Men,8,3
3,Houston TX,Socks,Calvin Klein Men's 3 Pack Athletic Quarter Socks,Men,13,4
3,Houston TX,Socks,Calvin Klein Men's 3 Pack Combed Flatknit Socks,Men,35,14
3,Houston TX,Socks,Calvin Klein Men's 3 Pack Cotton Rich Dress Rib Socks,Men,11,5
3,Houston TX,Socks,Calvin Klein Men's 3 Pack No Show Liner Socks,Men,14,6
3,Houston TX,Socks,Calvin Klein Men's 3 Pack Non Binding Dress Socks,Men,21,9
2,Chicago IL,Socks,Mens Stripe Cashmere Blend Socks Crew 3 Colors Available Great Gift Item,Men,19,7
2,Chicago IL,Socks,Men's Argyle Dress Socks 12 Pair Cotton Blend Color Variety 10-13,Men,18,7
3,Houston TX,Socks,Dr. Scholl's Men's Blister Guard Crew 3 Pair Sock,Men,16,6
3,Houston TX,Socks,Dr. Scholl's Men's 2-Pk Diabetes and Circulatory Sock,Men,30,10
3,Houston TX,Socks,Dr. Scholl's Men's Non-binding Crew 2 Pair Sock,Men,26,9
3,Houston TX,Socks,Dr. Scholl's Men's Over-the-calf Compression 1 Pair Sock,Men,28,9
3,Houston TX,Socks,Dr. Scholl's Men's Big-Tall Non-binding Crew 2 Pair Sock,Men,16,5
3,Houston TX,Socks,Dr. Scholl's Men's Diabetes and Circulatory Non Binding Top Crew Sock-2 pairs,Men,17,7
3,Houston TX,Socks,Dr. Scholl's Men's Everyday Non-binding Flat Knit Crew 2 Pair Sock,Men,16,5
7,Philadelphia PA,Socks,Drymax Socks Hiking HD Crew Sock Socks,Men,18,6
7,Philadelphia PA,Socks,Drymax Socks Dress Crew Sock Socks,Men,4,2
7,Philadelphia PA,Socks,Drymax Socks Trail Running 1/4 Crew High Sock Socks,Men,16,6
7,Philadelphia PA,Socks,Drymax Socks Lite Hiking Crew Sock Socks,Men,22,8
7,Philadelphia PA,Socks,Drymax Socks Diabetic Crew Sock Socks,Men,20,8
7,Philadelphia PA,Socks,Drymax Socks Running Mini Crew Sock Socks,Men,18,7
7,Philadelphia PA,Socks,Drymax Socks Cold Weather Running Crew Sock Socks,Men,21,7
7,Philadelphia PA,Socks,Drymax Socks Running Lite-Mesh No Show Tab Sock Socks,Men,20,8
7,Philadelphia PA,Socks,Drymax Socks Hiking HD Over Calf Sock Socks,Men,17,6
6,Port Authority of New York/New Jersey NY/NJ,Socks,Foot Traffic Mens Tuxedo Socks,Men,12,4
6,Port Authority of New York/New Jersey NY/NJ,Socks,Men's Electric Guitar Novelty Sock,Men,17,6
2,Chicago IL,Socks,Helly Hansen Men's HH Warm Alpine Ski Socks,Men,15,6
2,Chicago IL,Socks,Helly Hansen Men's HH Warm Nordic Ski Socks,Men,16,7
6,Port Authority of New York/New Jersey NY/NJ,Socks,Kenneth Cole Men's 6-Pack Dress Sock,Men,31,12
6,Port Authority of New York/New Jersey NY/NJ,Socks,Kenneth Cole Men's 6-Pack Rib Dress Sock,Men,25,10
6,Port Authority of New York/New Jersey NY/NJ,Socks,Kenneth Cole Men's Solid Flat Knit 3 Pack Socks,Men,18,6
6,Port Authority of New York/New Jersey NY/NJ,Socks,Kenneth Cole Men's Microfiber Rib 3 Pack Socks,Men,5,2
6,Port Authority of New York/New Jersey NY/NJ,Socks,Wool Arctic Socks,Men,25,9
1,Memphis TN,Socks,Men's Merino Wool Medium Paddding Boot Socks single pack (Size 10-13 Shoe size 6-12),Men,18,8
10,Savannah GA,Socks,Merino Wool Blend Socks,Men,16,7
7,Philadelphia PA,Socks,Psycho Bunny Men's Wide Ribbed Sock,Men,12,4
7,Philadelphia PA,Socks,Psycho Bunny Men's Sports Sock,Men,15,6
10,Savannah GA,Socks,Polo Ralph Lauren Cotton Argyle Socks 3 Pair Sz 10-13 827024PK,Men,13,5
10,Savannah GA,Socks,Polo Ralph Lauren Men's Dress/Fashion Socks 3 Pair Sock Size: 10-13 - Navy/Argyle,Men,17,7
10,Savannah GA,Socks,Polo Ralph Lauren Big & Tall Men's 3-Pack Classic Socks,Men,34,13
10,Savannah GA,Socks,Polo Ralph Lauren Men's Dress Socks 3 Pair Size: 10-13 Black-1 Pattern,Men,16,5
7,Philadelphia PA,Socks,Sock Co. 100% Cotton Lisle Non-Binding Dress Sock,Men,7,3
4,Los Angeles CA,Socks,Tommy Bahama Mens Allover Pineapple Socks,Men,16,6
4,Los Angeles CA,Socks,Tommy Bahama Mens Signature Loafer Liner Socks,Men,22,8
4,Los Angeles CA,Socks,Tommy Bahama Mens Spiral Palm Tree Socks,Men,19,7
10,Savannah GA,Socks,UnderArmour Men's Grometric Performance Crew Socks,Men,4,2
10,Savannah GA,Socks,UnderArmour Men's Charged Cotton No Show Socks 2-Pack,Men,21,8
10,Savannah GA,Socks,UnderArmour Men's Charged Cotton Crew 2-Pack,Men,16,7
10,Savannah GA,Socks,UnderArmour Men's Charged Cotton Lo Cut Socks 2-Pack,Men,17,7
10,Savannah GA,Socks,Men's UA Zagger Crew Socks Socks by Under Armour,Men,19,6
1,Memphis TN,Socks,Vince Camuto Men's Checkered Board Dress Socks,Men,15,6
1,Memphis TN,Socks,Vince Camuto Men's Bold Stripes Dress Socks,Men,41,13
1,Memphis TN,Socks,Vince Camuto Men's Ombre Stripe Dress Socks,Men,23,9
1,Memphis TN,Socks,Vince Camuto Men's Graduated Pindot Dress Socks,Men,14,5
1,Memphis TN,Socks,Vince Camuto Men's Split Leg Dress Socks,Men,26,9
1,Memphis TN,Socks,Diabetic Care Quarter Socks,Men,19,7
10,Savannah GA,Socks,Diamond Supply Co Rock Big Stripe High Cut 3 Pack,Men,24,8
10,Savannah GA,Socks,Diamond Supply Co HI OG 2 Stripe Socks 3pk - Men's,Men,22,7
7,Philadelphia PA,Socks,Premium White Above Ankle Toe Socks,Men,18,6
1,Memphis TN,Socks,The Railroad Sock 100% Cotton 3 Pr. Work Socks,Men,19,7
7,Philadelphia PA,Socks,Richer Poorer Men's Outlaw Socks,Men,23,8
7,Philadelphia PA,Socks,Richer Poorer Men's Matador Contemporary Socks,Men,8,3
7,Philadelphia PA,Socks,Richer Poorer Men's Grad Socks,Men,29,10
7,Philadelphia PA,Socks,Richer Poorer Men's Matador Cotton Socks,Men,24,9
7,Philadelphia PA,Socks,Richer Poorer Men's Bread Winner Socks,Men,6,3
7,Philadelphia PA,Socks,Richer Poorer Men's Walk On Contemporary Socks,Men,15,6
3,Houston TX,Socks,Robert Graham Men's Bail,Men,21,7
3,Houston TX,Socks,Robert Graham Men's Corinthian,Men,17,7
3,Houston TX,Socks,Robert Graham Men's Warp,Men,18,7
3,Houston TX,Socks,Robert Graham Men's Arrow,Men,13,5
3,Houston TX,Socks,Robert Graham Men's Grace,Men,12,5
3,Houston TX,Socks,Robert Graham Men's Nipper,Men,11,5
3,Houston TX,Socks,Robert Graham Men's Knot,Men,19,6
4,Los Angeles CA,Socks,Sock It To Me Argyle Mustache Men's Sock (Blue),Men,33,12
4,Los Angeles CA,Socks,Sock It To Me Ninjas Men's Sock,Men,18,6
4,Los Angeles CA,Socks,Sock It To Me HOPS Mens Crew Socks,Men,15,6
4,Los Angeles CA,Socks,Sock It To Me Monkeys Grey Argyle Men's Socks,Men,11,4
4,Los Angeles CA,Socks,Sock It To Me Anchors Knee High Sock,Men,16,7
4,Los Angeles CA,Socks,Sock It To Me Brining It Bot: Robot Men's Socks,Men,16,5
4,Los Angeles CA,Socks,Sock It To Me LARGE BIKES Mens Crew Socks,Men,27,10
4,Los Angeles CA,Socks,Sock It To Me Men's Beer Socks,Men,30,12
4,Los Angeles CA,Socks,Sock It To Me BURGER Mens Crew Socks,Men,19,7
4,Los Angeles CA,Socks,Sock It To Me SUPER HERO! BLUE & YELLOW Mens Crew Socks,Men,28,10
4,Los Angeles CA,Socks,Sock It To Me LUCHA RED Mens Crew Socks,Men,6,3
4,Los Angeles CA,Socks,Sock It To Me FISH Mens Crew Socks,Men,23,9
4,Los Angeles CA,Socks,Sock It To Me Zombie Men's Sock,Men,15,6
4,Los Angeles CA,Socks,Sock It To Me Yellow Black Mustache Pattern Mens Dress Sock,Men,26,10
4,Los Angeles CA,Socks,Sock It To Me Dinomite Dinosaurs Grey Knee High Socks one size,Men,20,8
1,Memphis TN,Socks,Men's Cushioned Heavy Weight Thermal Socks - Natural Cotton Blend - 6 Pairs Size 10-14,Men,17,6
4,Los Angeles CA,Socks,TractionSocks Non-Slip Organic Cotton Socks - Value Pack of Three Pair,Men,17,7
7,Philadelphia PA,Socks,True Religion Men's Multi-Color Casual Cotton Crew Sock,Men,24,8
3,Houston TX,Socks,Field & Stream Men's 4 Pack Arc Support Boot Socks,Men,18,6
2,Chicago IL,Socks,Diabetic Socks : 3 Pack Men's Socks (Shoe Size 7-12 Color Brown),Men,20,7
2,Chicago IL,Socks,Ankle Socks : Seamless Toe : Mens Non-binding Top Socks 3 Pack white Fits shoe sizes 7-12-(Sugar Free Sox),Men,4,2
2,Chicago IL,Socks,Diabetic Socks : Mens Ribbed Navy 3 Pack-(Sugar Free Sox Men's 7-12),Men,13,5
2,Chicago IL,Socks,Diabetic Socks : 3 Pack Mens Khaki Socks (Size 7-12),Men,22,9
1,Memphis TN,Socks,Tommy Hilfiger Men's 3 Pack Dress Flat Knit Crew Socks,Men,21,8
1,Memphis TN,Socks,Tommy Hilfiger Men's 3 Pack Dress Logo Crew Socks,Men,21,7
1,Memphis TN,Socks,Tommy Hilfiger Mens 4-pack Over-the-calf Dress Socks Solid Black (Fits Mens Shoe Size 7-12),Men,24,9
1,Memphis TN,Socks,Tommy Hilfiger Men's 4-pack Over-the-calf Dress Socks Navy Blue / Grey / Red Polk-a-dot / Multi (Fits Men's Shoe Size 7-12),Men,18,7
1,Memphis TN,Socks,Tommy Hilfiger Men's 3 Pack Multi Stripe Crew Socks,Men,20,6
3,Houston TX,Socks,Hampton Direct 35 Degree Below Arctic Socks (Gray),Men,19,7
3,Houston TX,Socks,35 Degree Below Thermal Winter Socks Large Gray,Men,10,4
9,Charleston SC,Socks,Basketball Socks Half Cushioned Crew Socks - Blue/Neon Yellow (One Size Fits All),Men,8,3
9,Charleston SC,Socks,Basketball Socks Half Cushioned Crew Socks - Gray/Orange (One Size Fits All),Men,26,10
9,Charleston SC,Socks,Basketball Socks Half Cushioned Crew Socks - Red/Gray (One Size Fits All),Men,7,3
9,Charleston SC,Socks,Basketball Socks Half Cushioned Crew Socks - Royal Blue/White (One Size Fits All),Men,28,10
9,Charleston SC,Socks,Basketball Socks Half Cushioned Crew Socks - Black (One Size Fits All),Men,20,7
6,Port Authority of New York/New Jersey NY/NJ,Socks,Fox River Stryker Military Boot Socks,Men,9,3
8,Mobile AL,Socks,Doctor Who 11th Doctor Mens Sock,Men,27,10
8,Mobile AL,Socks,Doctor Who Men's 4th Doctor Knee High Socks,Men,5,2
9,Charleston SC,Socks,World's Softest Men's Classic Low Cut Sock,Men,7,3
9,Charleston SC,Socks,World's Softest Men's Classic Over-the-Calf Sock,Men,30,12
9,Charleston SC,Socks,World's Softest Everyday Flat Knit Crew - 2 Pack,Men,23,8
8,Mobile AL,Socks,American Apparel Solid Knee-High Sock,Men,16,7
8,Mobile AL,Socks,American Apparel Calf-High Seed Stitched Trouser Sock,Men,15,6
8,Mobile AL,Socks,American Apparel Flat Knit Pattern Sock,Men,15,5
8,Mobile AL,Socks,American Apparel Solid Calf-High Sock,Men,18,8
8,Mobile AL,Socks,American Apparel Stripe Knee-High Sock,Men,16,6
4,Los Angeles CA,Socks,Burlington Casual Acrylic Crew Sock,Men,15,5
1,Memphis TN,Socks,Lewis Kilt Hose,Men,25,10
2,Chicago IL,Socks,Original Penguin Men's Multi-Color Windowpane,Men,21,8
2,Chicago IL,Socks,Original Penguin Men's Side Panel Stripe,Men,46,16
2,Chicago IL,Socks,Original Penguin Men's Stripe,Men,17,6
2,Chicago IL,Socks,Original Penguin Men's Penguin And Stripes,Men,29,9
2,Chicago IL,Socks,Original Penguin Men's Graded Stripe,Men,7,2
2,Chicago IL,Socks,Original Penguin Men's Block Stripe,Men,9,3
9,Charleston SC,Socks,Russell Athletic Big & Tall Men's King Sized Cotton Crew Socks 3-Pack,Men,9,3
6,Port Authority of New York/New Jersey NY/NJ,Socks,Heavyweight tube-sock for athlete's ADULT size in 22 colors,Men,18,8
8,Mobile AL,Socks,Dress /Casual Patterned Socks In 4 Colors Sold 1 Per Pack #2007,Men,27,10
7,Philadelphia PA,Socks,FITS Medium Hiker Crew Socks,Men,9,4
7,Philadelphia PA,Socks,FITS Light Hiker Quarter Crew Socks,Men,10,5
7,Philadelphia PA,Socks,FITS Light Runner Low Cut Socks,Men,21,8
10,Savannah GA,Socks,Fruit Of The Loom Men's Crew-5 Pack Socks,Men,11,4
10,Savannah GA,Socks,Fruit of the Loom Men's 6 Pack Over The Calf Tube Cushioned Socks,Men,27,8
10,Savannah GA,Socks,Fruit of the Loom Men's 6 Pack Over The Calf Tube Reinforced Socks,Men,27,10
10,Savannah GA,Socks,Fruit Of The Loom Men's Crew Plus-5 Pack Socks,Men,24,9
10,Savannah GA,Socks,Fruit of the Loom Men's 6 Pack Heavy Duty Cushioned Crew Socks,Men,7,3
10,Savannah GA,Socks,Fruit of the Loom Men's 6-Pack Cushion Ankle Crew Sock,Men,8,3
10,Savannah GA,Socks,Fruit of the Loom Men's Work Gear Heavy Duty Crew Socks 6-Pairs - 6-12,Men,16,5
10,Savannah GA,Socks,Fruit of the Loom Men's 6-Pack Cushion Over-The-Calf Tube Sock,Men,30,10
10,Savannah GA,Socks,Fruit Of The Loom Men's Ankle-5 Pack Socks,Men,23,8
10,Savannah GA,Socks,Fruit of the Loom Men's 6 Pack Over The Calf Tube Socks,Men,19,8
10,Savannah GA,Socks,Fruit of the Loom Men's 6-Pack Cushion Crew Sock,Men,23,9
10,Savannah GA,Socks,Fruit of the Loom Men's 6 Pack Heavy Duty Crew Socks,Men,15,6
10,Savannah GA,Socks,Fruit of the Loom Men's 6 Pack Heavy Duty Reinforced Crew Socks,Men,15,5
1,Memphis TN,Socks,One Pair Marcoliani Men's Mid-Calf Italian Luxury Cashmere and Silk Socks,Men,16,6
1,Memphis TN,Socks,One Pair MarcolianiMen's Italian Cashmere and Silk Over-the-Calf Fancy Argyle Socks,Men,20,7
1,Memphis TN,Socks,One Pair Marcoliani Men's ExtraFine Mercerized Cotton Lisle Over-the-Calf 5x3 Rib Italian Dress Sock,Men,22,7
1,Memphis TN,Socks,One Pair Marcoliani Men's Mid-Calf Luxury Cashmere Socks from Italy,Men,18,6
1,Memphis TN,Socks,One Pair Beautiful SuperSoft Peruvian Pima Cotton Men's Over-the-Calf Argyles - RARE,Men,25,9
